survey_response_id,employee_scd_id,year,recommendation_rating,comment,has_comment
783,202301042,2023,7,The employer brand could be stronger to attract and retain top talent.,True
784,202301522,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True
785,202300108,2023,7,I would like more regular coaching and clearer expectations from leadership.,True
786,202301879,2023,8,I’m satisfied with my pay and the overall benefits package. I can maintain a healthy balance most of the time and flexibility helps.,True
787,202300978,2023,9,"I’m satisfied with my pay and the overall benefits package. Learning opportunities and projects help me build strong consulting skills. Overall, I would recommend Skapa without hesitation.",True
788,202300328,2023,7,Training is available but time to actually use it is limited during peak delivery. Some tools and processes are slow and create friction in day-to-day delivery.,True
789,202301704,2023,6,Pay progression feels slow compared with responsibilities and performance expectations.,True
790,202300997,2023,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
791,202301731,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True
792,202301744,2023,7,,False
793,202301409,2023,8,I appreciate the trust and autonomy; the management style feels genuinely empowering.,True
794,202301715,2023,8,"Skapa remains attractive with interesting missions and a solid reputation. Tools and logistics support delivery well, and the hybrid setup works smoothly.",True
795,202300346,2023,8,,False
796,202300380,2023,9,,False
797,202300398,2023,9,"Work conditions are good overall and hybrid work is handled pragmatically. Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True
798,202300687,2023,9,I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.,True
799,202300649,2023,8,Supportive leadership and clear feedback make it easy to do great work. I’m satisfied with my pay and the overall benefits package.,True
800,202301558,2023,9,"Compensation feels competitive for the market and responsibilities. I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True
801,202300348,2023,7,Pay progression feels slow compared with responsibilities and performance expectations. I would like more visibility from leadership and less pressure driven by short-term targets.,True
802,202300453,2023,6,Pay progression feels slow compared with responsibilities and performance expectations.,True
803,202301578,2023,7,Internal collaboration can feel siloed and handoffs between teams are not always smooth. Some tools and processes are slow and create friction in day-to-day delivery.,True
804,202300050,2023,9,I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True
805,202300661,2023,7,Work-life balance could improve; overtime can become the default during delivery. Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True
806,202301479,2023,8,I’m satisfied with my pay and the overall benefits package.,True
807,202301143,2023,7,,False
808,202301773,2023,6,Workload peaks can be intense and staffing feels tight on some projects. I would like more regular coaching and clearer expectations from leadership.,True
809,202301235,2023,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True
810,202301830,2023,7,I worry about competitiveness and the pace of adapting to market changes.,True
811,202301446,2023,7,Bench periods and project allocation could be handled more consistently.,True
812,202301132,2023,8,Team spirit is strong and the atmosphere is friendly and supportive. Career paths are becoming clearer and internal mobility feels realistic.,True
813,202300035,2023,8,I can maintain a healthy balance most of the time and flexibility helps.,True
814,202300939,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True
815,202300349,2023,6,Work-life balance could improve; overtime can become the default during delivery. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
816,202300565,2023,8,"Learning opportunities and projects help me build strong consulting skills. Recognition and coaching are consistent, which helps me grow and perform.",True
817,202301776,2023,5,The employer brand could be stronger to attract and retain top talent.,True
818,202300451,2023,6,Bench periods and project allocation could be handled more consistently. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
819,202301422,2023,7,"Onboarding and integration were smooth, and the team culture is welcoming. I would like more structured development and transparency on growth opportunities.",True
820,202301674,2023,9,Team spirit is strong and the atmosphere is friendly and supportive. I feel proud to be part of the company.,True
821,202300007,2023,8,I can maintain a healthy balance most of the time and flexibility helps. Supportive leadership and clear feedback make it easy to do great work.,True
822,202300515,2023,9,"Tools and logistics support delivery well, and the hybrid setup works smoothly. Team spirit is strong and the atmosphere is friendly and supportive. Overall, I would recommend Skapa without hesitation.",True
823,202301538,2023,8,I appreciate the trust and autonomy; the management style feels genuinely empowering.,True
824,202301013,2023,7,Pay progression feels slow compared with responsibilities and performance expectations.,True
825,202301356,2023,9,I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.,True
826,202301705,2023,7,,False
827,202300217,2023,9,"I see real chances to progress based on merit and impact. I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True
828,202301766,2023,7,Bench periods and project allocation could be handled more consistently. The employer brand could be stronger to attract and retain top talent.,True
829,202300063,2023,8,Team spirit is strong and the atmosphere is friendly and supportive. Supportive leadership and clear feedback make it easy to do great work.,True
830,202301478,2023,8,Skapa remains attractive with interesting missions and a solid reputation. Compensation feels competitive for the market and responsibilities.,True
831,202301287,2023,8,"There is a genuine commitment to responsible consulting and a respectful culture. Recognition and coaching are consistent, which helps me grow and perform.",True
832,202300657,2023,10,Team spirit is strong and the atmosphere is friendly and supportive. Digital tools and processes are improving and make delivery more efficient. I feel proud to be part of the company.,True
833,202300155,2023,7,Recent uncertainty in priorities makes the long-term direction feel less clear. Decision-making can feel top-down and recognition for effort is not always there.,True
834,202300914,2023,3,I would like more structured development and transparency on growth opportunities. Team cohesion varies by project and it can feel isolating when switching assignments. It would help to see concrete actions and follow-up.,True
835,202300361,2023,7,Compensation has not kept pace with inflation and market benchmarks.,True
836,202301597,2023,7,Workload peaks can be intense and staffing feels tight on some projects. Management practices feel inconsistent and feedback is often too late to be useful.,True
837,202300670,2023,9,,False
838,202301754,2023,7,"Career progression can feel unclear, especially around the criteria for promotion. The values are stated clearly but not always reflected in day-to-day decisions.",True
839,202301874,2023,9,,False
840,202301245,2023,9,I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.,True
841,202300095,2023,8,,False
842,202300739,2023,8,I see real chances to progress based on merit and impact.,True
843,202300537,2023,10,"Client exposure and variety of missions are a real strength of consulting here. Overall, I would recommend Skapa without hesitation.",True
844,202300145,2023,7,Decision-making can feel top-down and recognition for effort is not always there. I worry about competitiveness and the pace of adapting to market changes.,True
845,202300329,2023,9,I’m satisfied with my pay and the overall benefits package. Skapa remains attractive with interesting missions and a solid reputation. I feel proud to be part of the company.,True
846,202301135,2023,10,"Recognition and coaching are consistent, which helps me grow and perform. I feel proud to be part of the company.",True
847,202300679,2023,8,I’m satisfied with my pay and the overall benefits package. Innovation and a forward-looking strategy make the business feel resilient.,True
848,202300188,2023,8,"Onboarding and integration were smooth, and the team culture is welcoming. Innovation and a forward-looking strategy make the business feel resilient.",True
849,202301537,2023,8,,False
850,202301461,2023,9,Supportive leadership and clear feedback make it easy to do great work. Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True
851,202301244,2023,9,"I feel aligned with the values, especially inclusion, sustainability and fairness. I feel proud to be part of the company.",True
852,202300316,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True
853,202300331,2023,9,Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True
854,202300497,2023,6,Recent uncertainty in priorities makes the long-term direction feel less clear.,True
855,202301455,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True
856,202300311,2023,8,I can maintain a healthy balance most of the time and flexibility helps.,True
857,202301559,2023,8,,False
858,202300709,2023,9,Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True
859,202301300,2023,9,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
860,202301100,2023,8,,False
861,202301102,2023,7,Management practices feel inconsistent and feedback is often too late to be useful.,True
862,202300072,2023,7,"Onboarding and integration were smooth, and the team culture is welcoming. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.",True
863,202301540,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True
864,202300910,2023,9,"Skapa remains attractive with interesting missions and a solid reputation. I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True
865,202301274,2023,8,The work feels meaningful because projects have clear impact for clients and society.,True
866,202301299,2023,8,Skapa remains attractive with interesting missions and a solid reputation. Career paths are becoming clearer and internal mobility feels realistic.,True
867,202301746,2023,10,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
868,202300531,2023,8,I appreciate the trust and autonomy; the management style feels genuinely empowering.,True
869,202300775,2023,7,,False
870,202301085,2023,7,Management practices feel inconsistent and feedback is often too late to be useful. Bench periods and project allocation could be handled more consistently.,True
871,202300858,2023,8,I appreciate the trust and autonomy; the management style feels genuinely empowering. Compensation feels competitive for the market and responsibilities.,True
872,202300990,2023,7,Compensation has not kept pace with inflation and market benchmarks. The values are stated clearly but not always reflected in day-to-day decisions.,True
873,202301611,2023,8,Career paths are becoming clearer and internal mobility feels realistic. Compensation feels competitive for the market and responsibilities.,True
874,202300069,2023,7,Workload peaks can be intense and staffing feels tight on some projects. Training is available but time to actually use it is limited during peak delivery.,True
875,202300867,2023,9,I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True
876,202300996,2023,10,"I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True
877,202300363,2023,7,I would like more regular coaching and clearer expectations from leadership.,True
878,202300676,2023,7,I worry about competitiveness and the pace of adapting to market changes.,True
879,202300893,2023,10,"Supportive leadership and clear feedback make it easy to do great work. Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
880,202301550,2023,6,,False
881,202300099,2023,6,Pay progression feels slow compared with responsibilities and performance expectations.,True
882,202300029,2023,6,Management practices feel inconsistent and feedback is often too late to be useful. Team cohesion varies by project and it can feel isolating when switching assignments.,True
883,202301161,2023,7,Management practices feel inconsistent and feedback is often too late to be useful.,True
884,202301339,2023,8,,False
885,202301405,2023,7,Work-life balance could improve; overtime can become the default during delivery. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
886,202301878,2023,8,,False
887,202301543,2023,8,Digital tools and processes are improving and make delivery more efficient.,True
888,202300338,2023,6,Pay progression feels slow compared with responsibilities and performance expectations.,True
889,202301829,2023,7,,False
890,202301464,2023,10,"Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
891,202301582,2023,10,Team spirit is strong and the atmosphere is friendly and supportive. Work conditions are good overall and hybrid work is handled pragmatically. I feel proud to be part of the company.,True
892,202300143,2023,9,"I feel aligned with the values, especially inclusion, sustainability and fairness. Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True
893,202301695,2023,6,,False
894,202300076,2023,8,Supportive leadership and clear feedback make it easy to do great work.,True
895,202300268,2023,9,,False
896,202301324,2023,5,Compensation has not kept pace with inflation and market benchmarks.,True
897,202301525,2023,10,Compensation feels competitive for the market and responsibilities. I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True
898,202301111,2023,9,,False
899,202300133,2023,10,I appreciate the increased transparency from leadership on decisions and direction. I feel proud to be part of the company.,True
900,202300763,2023,10,"Onboarding and integration were smooth, and the team culture is welcoming. I see real chances to progress based on merit and impact. I feel proud to be part of the company.",True
901,202300806,2023,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly.",True
902,202301044,2023,6,Decision-making can feel top-down and recognition for effort is not always there.,True
903,202301821,2023,9,"Recognition and coaching are consistent, which helps me grow and perform. Skapa remains attractive with interesting missions and a solid reputation. I feel proud to be part of the company.",True
904,202301282,2023,8,Work conditions are good overall and hybrid work is handled pragmatically.,True
905,202301272,2023,8,There is a genuine commitment to responsible consulting and a respectful culture. I can maintain a healthy balance most of the time and flexibility helps.,True
906,202300814,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True
907,202301271,2023,7,,False
908,202300158,2023,7,Workload peaks can be intense and staffing feels tight on some projects.,True
909,202300921,2023,6,Pay progression feels slow compared with responsibilities and performance expectations. The employer brand could be stronger to attract and retain top talent.,True
910,202301465,2023,7,"Career progression can feel unclear, especially around the criteria for promotion.",True
911,202301329,2023,8,,False
912,202300906,2023,6,Team cohesion varies by project and it can feel isolating when switching assignments.,True
913,202301869,2023,7,"Onboarding and integration were smooth, and the team culture is welcoming. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.",True
914,202301591,2023,7,,False
915,202300857,2023,10,"Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True
916,202300578,2023,6,I worry about competitiveness and the pace of adapting to market changes.,True
917,202301231,2023,8,Innovation and a forward-looking strategy make the business feel resilient. The work feels meaningful because projects have clear impact for clients and society.,True
918,202301726,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True
919,202301520,2023,7,Pay progression feels slow compared with responsibilities and performance expectations. Recent uncertainty in priorities makes the long-term direction feel less clear.,True
920,202300878,2023,9,Work conditions are good overall and hybrid work is handled pragmatically. I feel proud to be part of the company.,True
921,202300592,2023,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True
922,202300550,2023,6,I would like more structured development and transparency on growth opportunities.,True
923,202301576,2023,9,I appreciate the increased transparency from leadership on decisions and direction. I feel proud to be part of the company.,True
924,202300475,2023,7,I would like more regular coaching and clearer expectations from leadership.,True
925,202300462,2023,8,Team spirit is strong and the atmosphere is friendly and supportive.,True
926,202300664,2023,5,Internal collaboration can feel siloed and handoffs between teams are not always smooth. I would like more regular coaching and clearer expectations from leadership.,True
927,202300795,2023,9,"Onboarding and integration were smooth, and the team culture is welcoming. Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.",True
928,202300369,2023,10,"The company feels stable and well-positioned in the market, with strong client demand. Recognition and coaching are consistent, which helps me grow and perform. I feel proud to be part of the company.",True
929,202300617,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True
930,202301237,2023,10,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True
931,202301494,2023,7,,False
932,202301723,2023,10,Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True
933,202301008,2023,8,,False
934,202300125,2023,6,,False
935,202300284,2023,7,,False
936,202301716,2023,8,"I’m satisfied with my pay and the overall benefits package. Recognition and coaching are consistent, which helps me grow and perform.",True
937,202300221,2023,8,"Recognition and coaching are consistent, which helps me grow and perform.",True
938,202300630,2023,8,Digital tools and processes are improving and make delivery more efficient.,True
939,202301217,2023,10,I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.,True
940,202301797,2023,7,Internal collaboration can feel siloed and handoffs between teams are not always smooth.,True
941,202300260,2023,9,Team spirit is strong and the atmosphere is friendly and supportive. I feel proud to be part of the company.,True
942,202301157,2023,10,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True
943,202300691,2023,6,,False
944,202301675,2023,7,I would like more regular coaching and clearer expectations from leadership.,True
945,202301124,2023,8,Supportive leadership and clear feedback make it easy to do great work.,True
946,202300658,2023,8,,False
947,202300798,2023,8,Team spirit is strong and the atmosphere is friendly and supportive. Compensation feels competitive for the market and responsibilities.,True
948,202301747,2023,7,"I would like to see stronger action on inclusion and equity, not just messaging. Team spirit is strong and the atmosphere is friendly and supportive.",True
949,202300604,2023,9,"Skapa remains attractive with interesting missions and a solid reputation. I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True
950,202300580,2023,7,,False
951,202301480,2023,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True
952,202301872,2023,7,Team spirit is strong and the atmosphere is friendly and supportive.,True
953,202300354,2023,7,,False
954,202300777,2023,8,I appreciate the increased transparency from leadership on decisions and direction. Compensation feels competitive for the market and responsibilities.,True
955,202300154,2023,9,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
956,202300887,2023,6,I worry about competitiveness and the pace of adapting to market changes.,True
957,202300043,2023,10,"Innovation and a forward-looking strategy make the business feel resilient. Overall, I would recommend Skapa without hesitation.",True
958,202301360,2023,9,"Compensation feels competitive for the market and responsibilities. Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
959,202301046,2023,8,"The company feels stable and well-positioned in the market, with strong client demand.",True
960,202301637,2023,9,I appreciate the increased transparency from leadership on decisions and direction. I feel proud to be part of the company.,True
961,202301712,2023,7,Decision-making can feel top-down and recognition for effort is not always there. Compensation has not kept pace with inflation and market benchmarks.,True
962,202301853,2023,8,,False
963,202301365,2023,8,"Recognition and coaching are consistent, which helps me grow and perform.",True
964,202300019,2023,9,"I’m satisfied with my pay and the overall benefits package. Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True
965,202301505,2023,7,I would like more structured development and transparency on growth opportunities.,True
966,202301865,2023,8,Career paths are becoming clearer and internal mobility feels realistic. I’m satisfied with my pay and the overall benefits package.,True
967,202301333,2023,7,Compensation has not kept pace with inflation and market benchmarks. I would like more regular coaching and clearer expectations from leadership.,True
968,202301561,2023,7,The employer brand could be stronger to attract and retain top talent. The values are stated clearly but not always reflected in day-to-day decisions.,True
969,202301252,2023,5,Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True
970,202300473,2023,10,"Recognition and coaching are consistent, which helps me grow and perform. I feel proud to be part of the company.",True
971,202301053,2023,9,I appreciate the trust and autonomy; the management style feels genuinely empowering. I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.,True
972,202300264,2023,7,,False
973,202301487,2023,8,Team spirit is strong and the atmosphere is friendly and supportive.,True
974,202300479,2023,10,Career paths are becoming clearer and internal mobility feels realistic. I feel proud to be part of the company.,True
975,202301368,2023,7,,False
976,202301669,2023,10,"The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True
977,202300674,2023,8,"The company feels stable and well-positioned in the market, with strong client demand.",True
978,202300339,2023,10,"The company feels stable and well-positioned in the market, with strong client demand. The work feels meaningful because projects have clear impact for clients and society. I feel proud to be part of the company.",True
979,202301583,2023,7,Compensation has not kept pace with inflation and market benchmarks.,True
980,202300016,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True
981,202301732,2023,9,"I feel aligned with the values, especially inclusion, sustainability and fairness. I feel proud to be part of the company.",True
982,202301448,2023,8,,False
983,202300227,2023,9,"I feel aligned with the values, especially inclusion, sustainability and fairness. I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.",True
984,202300729,2023,8,"Innovation and a forward-looking strategy make the business feel resilient. Recognition and coaching are consistent, which helps me grow and perform.",True
985,202301673,2023,9,Career paths are becoming clearer and internal mobility feels realistic. I feel proud to be part of the company.,True
986,202300882,2023,9,"Supportive leadership and clear feedback make it easy to do great work. Overall, I would recommend Skapa without hesitation.",True
987,202300618,2023,8,I appreciate the trust and autonomy; the management style feels genuinely empowering. The work feels meaningful because projects have clear impact for clients and society.,True
988,202300081,2023,10,"Learning opportunities and projects help me build strong consulting skills. I appreciate the increased transparency from leadership on decisions and direction. Overall, I would recommend Skapa without hesitation.",True
989,202301394,2023,7,I would like more structured development and transparency on growth opportunities. Compensation has not kept pace with inflation and market benchmarks.,True
990,202300551,2023,7,"Career progression can feel unclear, especially around the criteria for promotion. The employer brand could be stronger to attract and retain top talent.",True
991,202301536,2023,7,,False
992,202300073,2023,9,"Supportive leadership and clear feedback make it easy to do great work. Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True
993,202300159,2023,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
994,202300266,2023,6,Decision-making can feel top-down and recognition for effort is not always there. Workload peaks can be intense and staffing feels tight on some projects.,True
995,202300517,2023,6,Decision-making can feel top-down and recognition for effort is not always there.,True
996,202300275,2023,7,,False
997,202300751,2023,9,"I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True
998,202301639,2023,6,"Internal collaboration can feel siloed and handoffs between teams are not always smooth. Career progression can feel unclear, especially around the criteria for promotion.",True
999,202300382,2023,9,"Work conditions are good overall and hybrid work is handled pragmatically. Recognition and coaching are consistent, which helps me grow and perform. I feel proud to be part of the company.",True
1000,202300605,2023,8,,False
1001,202300830,2023,9,"Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
1002,202301340,2023,5,The employer brand could be stronger to attract and retain top talent. Team cohesion varies by project and it can feel isolating when switching assignments.,True
1003,202301354,2023,8,,False
1004,202300922,2023,8,I see real chances to progress based on merit and impact. Supportive leadership and clear feedback make it easy to do great work.,True
1005,202301260,2023,10,I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True
1006,202300402,2023,8,"Recognition and coaching are consistent, which helps me grow and perform. The work feels meaningful because projects have clear impact for clients and society.",True
1007,202301256,2023,6,,False
1008,202300861,2023,9,"Work conditions are good overall and hybrid work is handled pragmatically. I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True
1009,202301626,2023,8,The work feels meaningful because projects have clear impact for clients and society. I see real chances to progress based on merit and impact.,True
1010,202300068,2023,6,Sometimes the work feels less meaningful when priorities are driven mainly by utilization. Recent uncertainty in priorities makes the long-term direction feel less clear.,True
1011,202301679,2023,7,I would like more structured development and transparency on growth opportunities.,True
1012,202300041,2023,8,,False
1013,202301210,2023,6,Management practices feel inconsistent and feedback is often too late to be useful. Compensation has not kept pace with inflation and market benchmarks.,True
1014,202301390,2023,8,,False
1015,202300859,2023,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly. Recognition and coaching are consistent, which helps me grow and perform.",True
1016,202300779,2023,8,Skapa remains attractive with interesting missions and a solid reputation.,True
1017,202300021,2023,8,I’m satisfied with my pay and the overall benefits package.,True
1018,202300209,2023,9,"Team spirit is strong and the atmosphere is friendly and supportive. Overall, I would recommend Skapa without hesitation.",True
1019,202301842,2023,9,I appreciate the increased transparency from leadership on decisions and direction. I feel proud to be part of the company.,True
1020,202300862,2023,8,Skapa remains attractive with interesting missions and a solid reputation.,True
1021,202300358,2023,9,"Recognition and coaching are consistent, which helps me grow and perform. Skapa remains attractive with interesting missions and a solid reputation. I feel proud to be part of the company.",True
1022,202301805,2023,7,Internal collaboration can feel siloed and handoffs between teams are not always smooth.,True
1023,202300386,2023,9,,False
1024,202301098,2023,8,,False
1025,202300493,2023,6,Decision-making can feel top-down and recognition for effort is not always there.,True
1026,202300762,2023,8,"Supportive leadership and clear feedback make it easy to do great work. Tools and logistics support delivery well, and the hybrid setup works smoothly.",True
1027,202300849,2023,9,"Tools and logistics support delivery well, and the hybrid setup works smoothly. Overall, I would recommend Skapa without hesitation.",True
1028,202300465,2023,6,Pay progression feels slow compared with responsibilities and performance expectations.,True
1029,202300079,2023,8,Compensation feels competitive for the market and responsibilities.,True
1030,202301349,2023,7,Management practices feel inconsistent and feedback is often too late to be useful. The employer brand could be stronger to attract and retain top talent.,True
1031,202300948,2023,7,I would like more regular coaching and clearer expectations from leadership.,True
1032,202301529,2023,10,Digital tools and processes are improving and make delivery more efficient. I feel proud to be part of the company.,True
1033,202301599,2023,7,,False
1034,202300562,2023,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Work conditions are good overall and hybrid work is handled pragmatically. Overall, I would recommend Skapa without hesitation.",True
1035,202300152,2023,9,Learning opportunities and projects help me build strong consulting skills. I feel proud to be part of the company.,True
1036,202301837,2023,6,"The employer brand could be stronger to attract and retain top talent. Career progression can feel unclear, especially around the criteria for promotion.",True
1037,202301785,2023,10,"Supportive leadership and clear feedback make it easy to do great work. The company feels stable and well-positioned in the market, with strong client demand. Overall, I would recommend Skapa without hesitation.",True
1038,202300619,2023,7,I would like more structured development and transparency on growth opportunities.,True
1039,202300981,2023,8,Compensation feels competitive for the market and responsibilities. Cross-team collaboration is improving and it’s easier to work transversally.,True
1040,202301709,2023,9,"I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True
1041,202300563,2023,7,,False
1042,202300222,2023,8,,False
1043,202301018,2023,9,"Recognition and coaching are consistent, which helps me grow and perform. I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.",True
1044,202300087,2023,7,"I would like to see stronger action on inclusion and equity, not just messaging.",True
1045,202301677,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True
1046,202300666,2023,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. Management practices feel inconsistent and feedback is often too late to be useful.,True
1047,202300281,2023,6,The values are stated clearly but not always reflected in day-to-day decisions. Decision-making can feel top-down and recognition for effort is not always there.,True
1048,202300377,2023,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. Management practices feel inconsistent and feedback is often too late to be useful.,True
1049,202301614,2023,7,"Career progression can feel unclear, especially around the criteria for promotion.",True
1050,202300067,2023,7,,False
1051,202300293,2023,6,Management practices feel inconsistent and feedback is often too late to be useful.,True
1052,202301359,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True
1053,202300306,2023,8,,False
1054,202301022,2023,9,,False
1055,202300522,2023,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
1056,202300367,2023,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True
1057,202300113,2023,8,,False
1058,202300648,2023,9,,False
1059,202300705,2023,6,"I worry about competitiveness and the pace of adapting to market changes. I would like to see stronger action on inclusion and equity, not just messaging.",True
1060,202300742,2023,8,Compensation feels competitive for the market and responsibilities.,True
1061,202301492,2023,8,"The company feels stable and well-positioned in the market, with strong client demand.",True
1062,202301593,2023,7,,False
1063,202300706,2023,8,,False
1064,202301026,2023,9,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
1065,202300059,2023,9,There is a genuine commitment to responsible consulting and a respectful culture. I feel proud to be part of the company.,True
1066,202300955,2023,9,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True
1067,202301703,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True
1068,202300146,2023,8,I’m satisfied with my pay and the overall benefits package.,True
1069,202300792,2023,7,I would like more structured development and transparency on growth opportunities. Bench periods and project allocation could be handled more consistently.,True
1070,202301148,2023,8,"Skapa remains attractive with interesting missions and a solid reputation. Recognition and coaching are consistent, which helps me grow and perform.",True
1071,202300745,2023,9,I’m satisfied with my pay and the overall benefits package. I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True
1072,202301212,2023,8,I can maintain a healthy balance most of the time and flexibility helps. Career paths are becoming clearer and internal mobility feels realistic.,True
1073,202300545,2023,8,Career paths are becoming clearer and internal mobility feels realistic.,True
1074,202301572,2023,10,"Team spirit is strong and the atmosphere is friendly and supportive. Supportive leadership and clear feedback make it easy to do great work. Overall, I would recommend Skapa without hesitation.",True
1075,202300261,2023,7,I would like more visibility from leadership and less pressure driven by short-term targets. I would like more regular coaching and clearer expectations from leadership.,True
1076,202300934,2023,7,The values are stated clearly but not always reflected in day-to-day decisions. Workload peaks can be intense and staffing feels tight on some projects.,True
1077,202301868,2023,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly.",True
1078,202301711,2023,7,Bench periods and project allocation could be handled more consistently. Workload peaks can be intense and staffing feels tight on some projects.,True
1079,202301682,2023,9,"I see real chances to progress based on merit and impact. The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True
1080,202300001,2023,10,I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True
1081,202301531,2023,9,"Client exposure and variety of missions are a real strength of consulting here. Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True
1082,202300163,2023,9,"Team spirit is strong and the atmosphere is friendly and supportive. Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
1083,202301855,2023,8,Work conditions are good overall and hybrid work is handled pragmatically. Skapa remains attractive with interesting missions and a solid reputation.,True
1084,202301778,2023,8,I see real chances to progress based on merit and impact.,True
