survey_response_id,employee_scd_id,year,recommendation_rating,comment,has_comment,enps_category,sentiment
993,202300159,2023,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,detractor,negative
994,202300266,2023,6,Decision-making can feel top-down and recognition for effort is not always there. Workload peaks can be intense and staffing feels tight on some projects.,True,detractor,negative
995,202300517,2023,6,Decision-making can feel top-down and recognition for effort is not always there.,True,detractor,negative
996,202300275,2023,7,,False,passive,
997,202300751,2023,9,"I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
998,202301639,2023,6,"Internal collaboration can feel siloed and handoffs between teams are not always smooth. Career progression can feel unclear, especially around the criteria for promotion.",True,detractor,negative
999,202300382,2023,9,"Work conditions are good overall and hybrid work is handled pragmatically. Recognition and coaching are consistent, which helps me grow and perform. I feel proud to be part of the company.",True,promoter,positive
1000,202300605,2023,8,,False,passive,
1001,202300830,2023,9,"Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1002,202301340,2023,5,The employer brand could be stronger to attract and retain top talent. Team cohesion varies by project and it can feel isolating when switching assignments.,True,detractor,negative
1003,202301354,2023,8,,False,passive,
1004,202300922,2023,8,I see real chances to progress based on merit and impact. Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1005,202301260,2023,10,I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True,promoter,positive
1006,202300402,2023,8,"Recognition and coaching are consistent, which helps me grow and perform. The work feels meaningful because projects have clear impact for clients and society.",True,passive,positive
1007,202301256,2023,6,,False,detractor,
1008,202300861,2023,9,"Work conditions are good overall and hybrid work is handled pragmatically. I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1009,202301626,2023,8,The work feels meaningful because projects have clear impact for clients and society. I see real chances to progress based on merit and impact.,True,passive,positive
1010,202300068,2023,6,Sometimes the work feels less meaningful when priorities are driven mainly by utilization. Recent uncertainty in priorities makes the long-term direction feel less clear.,True,detractor,negative
1011,202301679,2023,7,I would like more structured development and transparency on growth opportunities.,True,passive,to be determined
1012,202300041,2023,8,,False,passive,
1013,202301210,2023,6,Management practices feel inconsistent and feedback is often too late to be useful. Compensation has not kept pace with inflation and market benchmarks.,True,detractor,negative
1014,202301390,2023,8,,False,passive,
1015,202300859,2023,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly. Recognition and coaching are consistent, which helps me grow and perform.",True,passive,positive
1016,202300779,2023,8,Skapa remains attractive with interesting missions and a solid reputation.,True,passive,positive
1017,202300021,2023,8,I’m satisfied with my pay and the overall benefits package.,True,passive,positive
1018,202300209,2023,9,"Team spirit is strong and the atmosphere is friendly and supportive. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1019,202301842,2023,9,I appreciate the increased transparency from leadership on decisions and direction. I feel proud to be part of the company.,True,promoter,positive
1020,202300862,2023,8,Skapa remains attractive with interesting missions and a solid reputation.,True,passive,positive
1021,202300358,2023,9,"Recognition and coaching are consistent, which helps me grow and perform. Skapa remains attractive with interesting missions and a solid reputation. I feel proud to be part of the company.",True,promoter,positive
1022,202301805,2023,7,Internal collaboration can feel siloed and handoffs between teams are not always smooth.,True,passive,negative
1023,202300386,2023,9,,False,promoter,
1024,202301098,2023,8,,False,passive,
1025,202300493,2023,6,Decision-making can feel top-down and recognition for effort is not always there.,True,detractor,negative
1026,202300762,2023,8,"Supportive leadership and clear feedback make it easy to do great work. Tools and logistics support delivery well, and the hybrid setup works smoothly.",True,passive,positive
1027,202300849,2023,9,"Tools and logistics support delivery well, and the hybrid setup works smoothly. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1028,202300465,2023,6,Pay progression feels slow compared with responsibilities and performance expectations.,True,detractor,negative
1029,202300079,2023,8,Compensation feels competitive for the market and responsibilities.,True,passive,positive
1030,202301349,2023,7,Management practices feel inconsistent and feedback is often too late to be useful. The employer brand could be stronger to attract and retain top talent.,True,passive,to be determined
1031,202300948,2023,7,I would like more regular coaching and clearer expectations from leadership.,True,passive,negative
1032,202301529,2023,10,Digital tools and processes are improving and make delivery more efficient. I feel proud to be part of the company.,True,promoter,positive
1033,202301599,2023,7,,False,passive,
1034,202300562,2023,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Work conditions are good overall and hybrid work is handled pragmatically. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1035,202300152,2023,9,Learning opportunities and projects help me build strong consulting skills. I feel proud to be part of the company.,True,promoter,positive
1036,202301837,2023,6,"The employer brand could be stronger to attract and retain top talent. Career progression can feel unclear, especially around the criteria for promotion.",True,detractor,negative
1037,202301785,2023,10,"Supportive leadership and clear feedback make it easy to do great work. The company feels stable and well-positioned in the market, with strong client demand. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1038,202300619,2023,7,I would like more structured development and transparency on growth opportunities.,True,passive,to be determined
1039,202300981,2023,8,Compensation feels competitive for the market and responsibilities. Cross-team collaboration is improving and it’s easier to work transversally.,True,passive,positive
1040,202301709,2023,9,"I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1041,202300563,2023,7,,False,passive,
1042,202300222,2023,8,,False,passive,
1043,202301018,2023,9,"Recognition and coaching are consistent, which helps me grow and perform. I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.",True,promoter,positive
1044,202300087,2023,7,"I would like to see stronger action on inclusion and equity, not just messaging.",True,passive,to be determined
1045,202301677,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True,passive,positive
1046,202300666,2023,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. Management practices feel inconsistent and feedback is often too late to be useful.,True,passive,negative
1047,202300281,2023,6,The values are stated clearly but not always reflected in day-to-day decisions. Decision-making can feel top-down and recognition for effort is not always there.,True,detractor,negative
1048,202300377,2023,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. Management practices feel inconsistent and feedback is often too late to be useful.,True,passive,negative
1049,202301614,2023,7,"Career progression can feel unclear, especially around the criteria for promotion.",True,passive,negative
1050,202300067,2023,7,,False,passive,
1051,202300293,2023,6,Management practices feel inconsistent and feedback is often too late to be useful.,True,detractor,negative
1052,202301359,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True,passive,positive
1053,202300306,2023,8,,False,passive,
1054,202301022,2023,9,,False,promoter,
1055,202300522,2023,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,detractor,negative
1056,202300367,2023,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True,passive,positive
1057,202300113,2023,8,,False,passive,
1058,202300648,2023,9,,False,promoter,
1059,202300705,2023,6,"I worry about competitiveness and the pace of adapting to market changes. I would like to see stronger action on inclusion and equity, not just messaging.",True,detractor,negative
1060,202300742,2023,8,Compensation feels competitive for the market and responsibilities.,True,passive,positive
1061,202301492,2023,8,"The company feels stable and well-positioned in the market, with strong client demand.",True,passive,positive
1062,202301593,2023,7,,False,passive,
1063,202300706,2023,8,,False,passive,
1064,202301026,2023,9,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1065,202300059,2023,9,There is a genuine commitment to responsible consulting and a respectful culture. I feel proud to be part of the company.,True,promoter,positive
1066,202300955,2023,9,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1067,202301703,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True,passive,positive
1068,202300146,2023,8,I’m satisfied with my pay and the overall benefits package.,True,passive,positive
1069,202300792,2023,7,I would like more structured development and transparency on growth opportunities. Bench periods and project allocation could be handled more consistently.,True,passive,to be determined
1070,202301148,2023,8,"Skapa remains attractive with interesting missions and a solid reputation. Recognition and coaching are consistent, which helps me grow and perform.",True,passive,positive
1071,202300745,2023,9,I’m satisfied with my pay and the overall benefits package. I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True,promoter,positive
1072,202301212,2023,8,I can maintain a healthy balance most of the time and flexibility helps. Career paths are becoming clearer and internal mobility feels realistic.,True,passive,positive
1073,202300545,2023,8,Career paths are becoming clearer and internal mobility feels realistic.,True,passive,to be determined
1074,202301572,2023,10,"Team spirit is strong and the atmosphere is friendly and supportive. Supportive leadership and clear feedback make it easy to do great work. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1075,202300261,2023,7,I would like more visibility from leadership and less pressure driven by short-term targets. I would like more regular coaching and clearer expectations from leadership.,True,passive,negative
1076,202300934,2023,7,The values are stated clearly but not always reflected in day-to-day decisions. Workload peaks can be intense and staffing feels tight on some projects.,True,passive,negative
1077,202301868,2023,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly.",True,passive,positive
1078,202301711,2023,7,Bench periods and project allocation could be handled more consistently. Workload peaks can be intense and staffing feels tight on some projects.,True,passive,negative
1079,202301682,2023,9,"I see real chances to progress based on merit and impact. The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True,promoter,positive
1080,202300001,2023,10,I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True,promoter,positive
1081,202301531,2023,9,"Client exposure and variety of missions are a real strength of consulting here. Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1082,202300163,2023,9,"Team spirit is strong and the atmosphere is friendly and supportive. Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1083,202301855,2023,8,Work conditions are good overall and hybrid work is handled pragmatically. Skapa remains attractive with interesting missions and a solid reputation.,True,passive,positive
1084,202301778,2023,8,I see real chances to progress based on merit and impact.,True,passive,positive
1085,202301656,2023,7,Management practices feel inconsistent and feedback is often too late to be useful.,True,passive,negative
1086,202301186,2023,8,,False,passive,
1087,202300184,2023,7,Pay progression feels slow compared with responsibilities and performance expectations.,True,passive,negative
1088,202300586,2023,6,I would like more visibility from leadership and less pressure driven by short-term targets. Compensation has not kept pace with inflation and market benchmarks.,True,detractor,negative
1089,202301739,2023,7,Recent uncertainty in priorities makes the long-term direction feel less clear.,True,passive,negative
1090,202301524,2023,7,Team spirit is strong and the atmosphere is friendly and supportive. Compensation has not kept pace with inflation and market benchmarks.,True,passive,to be determined
1091,202300245,2023,8,"Recognition and coaching are consistent, which helps me grow and perform. The strategy is clearer and leadership communicates priorities more consistently.",True,passive,positive
1092,202301414,2023,7,Team spirit is strong and the atmosphere is friendly and supportive.,True,passive,positive
1093,202301447,2023,7,I would like more regular coaching and clearer expectations from leadership.,True,passive,negative
1094,202300809,2023,8,Work conditions are good overall and hybrid work is handled pragmatically. Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1095,202301155,2023,6,I would like more regular coaching and clearer expectations from leadership.,True,detractor,negative
1096,202300988,2023,7,Pay progression feels slow compared with responsibilities and performance expectations. Training is available but time to actually use it is limited during peak delivery.,True,passive,negative
1097,202300427,2023,7,Team spirit is strong and the atmosphere is friendly and supportive.,True,passive,positive
1098,202300168,2023,6,Management practices feel inconsistent and feedback is often too late to be useful.,True,detractor,negative
1099,202300211,2023,6,Management practices feel inconsistent and feedback is often too late to be useful. Recent uncertainty in priorities makes the long-term direction feel less clear.,True,detractor,negative
1100,202301379,2023,9,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1101,202301793,2023,8,"I feel aligned with the values, especially inclusion, sustainability and fairness. I see real chances to progress based on merit and impact.",True,passive,positive
1102,202300991,2023,8,,False,passive,
1103,202300931,2023,8,,False,passive,
1104,202300869,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True,passive,negative
1105,202300552,2023,6,,False,detractor,
1106,202301099,2023,8,Compensation feels competitive for the market and responsibilities.,True,passive,positive
1107,202300400,2023,9,"The company feels stable and well-positioned in the market, with strong client demand. The strategy is clearer and leadership communicates priorities more consistently. I feel proud to be part of the company.",True,promoter,positive
1108,202300469,2023,10,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1109,202301588,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True,passive,negative
1110,202301049,2023,9,"Innovation and a forward-looking strategy make the business feel resilient. Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1111,202300821,2023,10,,False,promoter,
1112,202300406,2023,10,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1113,202301048,2023,8,,False,passive,
1114,202300263,2023,10,"Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True,promoter,positive
1115,202301251,2023,8,Team spirit is strong and the atmosphere is friendly and supportive.,True,passive,positive
1116,202300110,2023,9,"I can maintain a healthy balance most of the time and flexibility helps. Tools and logistics support delivery well, and the hybrid setup works smoothly. I feel proud to be part of the company.",True,promoter,positive
1117,202301056,2023,7,Recent uncertainty in priorities makes the long-term direction feel less clear. I would like more regular coaching and clearer expectations from leadership.,True,passive,negative
1118,202301230,2023,7,Compensation has not kept pace with inflation and market benchmarks.,True,passive,negative
1119,202300628,2023,7,,False,passive,
1120,202300364,2023,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,detractor,negative
1121,202301622,2023,10,"Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1122,202300417,2023,6,Management practices feel inconsistent and feedback is often too late to be useful. Compensation has not kept pace with inflation and market benchmarks.,True,detractor,negative
1123,202301223,2023,8,Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1124,202300810,2023,6,"Career progression can feel unclear, especially around the criteria for promotion.",True,detractor,negative
1125,202301232,2023,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1126,202300614,2023,7,I would like more regular coaching and clearer expectations from leadership.,True,passive,negative
1127,202300950,2023,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,passive,negative
1128,202300757,2023,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly.",True,passive,positive
1129,202301700,2023,5,Decision-making can feel top-down and recognition for effort is not always there. Workload peaks can be intense and staffing feels tight on some projects.,True,detractor,negative
1130,202301181,2023,8,I’m satisfied with my pay and the overall benefits package.,True,passive,positive
1131,202300046,2023,10,,False,promoter,
1132,202300040,2023,10,Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True,promoter,positive
1133,202301462,2023,7,Pay progression feels slow compared with responsibilities and performance expectations.,True,passive,negative
1134,202300937,2023,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly.",True,passive,positive
1135,202301650,2023,10,,False,promoter,
1136,202301607,2023,5,Recent uncertainty in priorities makes the long-term direction feel less clear. Workload peaks can be intense and staffing feels tight on some projects.,True,detractor,negative
1137,202301140,2023,10,Learning opportunities and projects help me build strong consulting skills. I feel proud to be part of the company.,True,promoter,positive
1138,202301133,2023,9,The work feels meaningful because projects have clear impact for clients and society. Learning opportunities and projects help me build strong consulting skills. I feel proud to be part of the company.,True,promoter,positive
1139,202300207,2023,7,Team spirit is strong and the atmosphere is friendly and supportive. Compensation has not kept pace with inflation and market benchmarks.,True,passive,to be determined
1140,202301803,2023,10,Career paths are becoming clearer and internal mobility feels realistic. I feel proud to be part of the company.,True,promoter,positive
1141,202301501,2023,8,Digital tools and processes are improving and make delivery more efficient.,True,passive,positive
1142,202300681,2023,6,Recent uncertainty in priorities makes the long-term direction feel less clear.,True,detractor,negative
1143,202300446,2023,8,,False,passive,
1144,202300572,2023,6,,False,detractor,
1145,202301486,2023,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Innovation and a forward-looking strategy make the business feel resilient. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1146,202301833,2023,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1147,202300120,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True,passive,negative
1148,202301585,2023,8,Skapa remains attractive with interesting missions and a solid reputation. I appreciate the trust and autonomy; the management style feels genuinely empowering.,True,passive,positive
1149,202300034,2023,7,I worry about competitiveness and the pace of adapting to market changes.,True,passive,negative
1150,202300879,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True,passive,positive
1151,202300899,2023,7,Management practices feel inconsistent and feedback is often too late to be useful.,True,passive,negative
1152,202300434,2023,8,"The company feels stable and well-positioned in the market, with strong client demand. Client exposure and variety of missions are a real strength of consulting here.",True,passive,positive
1153,202301802,2023,8,Team spirit is strong and the atmosphere is friendly and supportive. I see real chances to progress based on merit and impact.,True,passive,positive
1154,202301090,2023,10,,False,promoter,
1155,202301889,2023,6,Strategic priorities shift often and it can be hard to understand the direction.,True,detractor,negative
1156,202301745,2023,7,I would like more structured development and transparency on growth opportunities.,True,passive,to be determined
1157,202301835,2023,9,I see real chances to progress based on merit and impact. I feel proud to be part of the company.,True,promoter,positive
1158,202301113,2023,8,The work feels meaningful because projects have clear impact for clients and society.,True,passive,positive
1159,202301087,2023,8,I’m satisfied with my pay and the overall benefits package.,True,passive,positive
1160,202300220,2023,9,Team spirit is strong and the atmosphere is friendly and supportive. I feel proud to be part of the company.,True,promoter,positive
1161,202301351,2023,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. Decision-making can feel top-down and recognition for effort is not always there.,True,passive,negative
1162,202301634,2023,8,Career paths are becoming clearer and internal mobility feels realistic. Client exposure and variety of missions are a real strength of consulting here.,True,passive,positive
1163,202300647,2023,9,"Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1164,202300905,2023,7,Sometimes the work feels less meaningful when priorities are driven mainly by utilization. The employer brand could be stronger to attract and retain top talent.,True,passive,to be determined
1165,202301782,2023,8,Supportive leadership and clear feedback make it easy to do great work. Learning opportunities and projects help me build strong consulting skills.,True,passive,positive
1166,202301714,2023,4,"Career progression can feel unclear, especially around the criteria for promotion. Management practices feel inconsistent and feedback is often too late to be useful. Addressing this would make a big difference for engagement.",True,detractor,negative
1167,202300288,2023,8,,False,passive,
1168,202300727,2023,10,,False,promoter,
1169,202301059,2023,9,Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True,promoter,positive
1170,202301002,2023,6,I would like more regular coaching and clearer expectations from leadership.,True,detractor,negative
1171,202301273,2023,7,Training is available but time to actually use it is limited during peak delivery.,True,passive,negative
1172,202300958,2023,8,Work conditions are good overall and hybrid work is handled pragmatically.,True,passive,positive
1173,202300179,2023,8,"Recognition and coaching are consistent, which helps me grow and perform.",True,passive,positive
1174,202300627,2023,8,I appreciate the trust and autonomy; the management style feels genuinely empowering. I can maintain a healthy balance most of the time and flexibility helps.,True,passive,positive
1175,202300721,2023,8,I see real chances to progress based on merit and impact.,True,passive,positive
1176,202300767,2023,8,Skapa remains attractive with interesting missions and a solid reputation.,True,passive,positive
1177,202300845,2023,9,"Innovation and a forward-looking strategy make the business feel resilient. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1178,202301202,2023,9,"I can maintain a healthy balance most of the time and flexibility helps. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1179,202300813,2023,8,I can maintain a healthy balance most of the time and flexibility helps.,True,passive,positive
1180,202300781,2023,9,Skapa remains attractive with interesting missions and a solid reputation. Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True,promoter,positive
1181,202301659,2023,5,I would like more structured development and transparency on growth opportunities. Pay progression feels slow compared with responsibilities and performance expectations.,True,detractor,negative
1182,202300778,2023,8,Client exposure and variety of missions are a real strength of consulting here.,True,passive,positive
1183,202301519,2023,7,The values are stated clearly but not always reflected in day-to-day decisions. The employer brand could be stronger to attract and retain top talent.,True,passive,to be determined
1184,202300505,2023,10,"The company feels stable and well-positioned in the market, with strong client demand. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1185,202300994,2023,8,Innovation and a forward-looking strategy make the business feel resilient.,True,passive,positive
1186,202300620,2023,7,Management practices feel inconsistent and feedback is often too late to be useful. Strategic priorities shift often and it can be hard to understand the direction.,True,passive,negative
1187,202301178,2023,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True,passive,positive
1188,202300089,2023,10,"Cross-team collaboration is improving and it’s easier to work transversally. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1189,202300286,2023,10,Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True,promoter,positive
1190,202301154,2023,7,I would like more regular coaching and clearer expectations from leadership. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,passive,negative
1191,202300037,2023,10,I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.,True,promoter,positive
1192,202300165,2023,10,Career paths are becoming clearer and internal mobility feels realistic. I feel proud to be part of the company.,True,promoter,positive
1193,202300746,2023,8,I can maintain a healthy balance most of the time and flexibility helps.,True,passive,positive
1194,202301096,2023,7,The employer brand could be stronger to attract and retain top talent.,True,passive,to be determined
1195,202300643,2023,7,I would like more structured development and transparency on growth opportunities. Decision-making can feel top-down and recognition for effort is not always there.,True,passive,to be determined
1196,202300467,2023,10,"Tools and logistics support delivery well, and the hybrid setup works smoothly. I feel proud to be part of the company.",True,promoter,positive
1197,202300760,2023,8,Team spirit is strong and the atmosphere is friendly and supportive.,True,passive,positive
1198,202300998,2023,6,Pay progression feels slow compared with responsibilities and performance expectations.,True,detractor,negative
1199,202300213,2023,9,"Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1200,202301466,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True,passive,negative
1201,202301850,2023,7,Pay progression feels slow compared with responsibilities and performance expectations. Training is available but time to actually use it is limited during peak delivery.,True,passive,negative
1202,202300965,2023,9,"Team spirit is strong and the atmosphere is friendly and supportive. Innovation and a forward-looking strategy make the business feel resilient. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1203,202300392,2023,7,I worry about competitiveness and the pace of adapting to market changes. Team spirit is strong and the atmosphere is friendly and supportive.,True,passive,to be determined
1204,202301144,2023,7,Strategic priorities shift often and it can be hard to understand the direction. Workload peaks can be intense and staffing feels tight on some projects.,True,passive,negative
1205,202300088,2023,8,Innovation and a forward-looking strategy make the business feel resilient. Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1206,202301187,2023,10,Cross-team collaboration is improving and it’s easier to work transversally. I see real chances to progress based on merit and impact. I feel proud to be part of the company.,True,promoter,positive
1207,202301295,2023,6,,False,detractor,
1208,202301770,2023,9,"I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1209,202300114,2023,7,Pay progression feels slow compared with responsibilities and performance expectations. I would like more structured development and transparency on growth opportunities.,True,passive,to be determined
1210,202300714,2023,7,I would like more regular coaching and clearer expectations from leadership. The values are stated clearly but not always reflected in day-to-day decisions.,True,passive,negative
1211,202301286,2023,9,I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True,promoter,positive
1212,202300533,2023,7,,False,passive,
1213,202300976,2023,7,Bench periods and project allocation could be handled more consistently. Decision-making can feel top-down and recognition for effort is not always there.,True,passive,negative
1214,202300476,2023,7,Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True,passive,negative
1215,202301738,2023,9,"Cross-team collaboration is improving and it’s easier to work transversally. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1216,202300818,2023,10,I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.,True,promoter,positive
1217,202300737,2023,8,Compensation feels competitive for the market and responsibilities.,True,passive,positive
1218,202300242,2023,9,,False,promoter,
1219,202300135,2023,7,The values are stated clearly but not always reflected in day-to-day decisions.,True,passive,negative
1220,202301748,2023,7,,False,passive,
1221,202301083,2023,6,I would like more regular coaching and clearer expectations from leadership.,True,detractor,negative
1222,202300528,2023,9,"Onboarding and integration were smooth, and the team culture is welcoming. I can maintain a healthy balance most of the time and flexibility helps. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1223,202300901,2023,6,Sometimes the work feels less meaningful when priorities are driven mainly by utilization. Compensation has not kept pace with inflation and market benchmarks.,True,detractor,negative
1224,202301227,2023,9,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1225,202301474,2023,10,"I can maintain a healthy balance most of the time and flexibility helps. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1226,202300403,2023,6,,False,detractor,
1227,202301887,2023,9,I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.,True,promoter,positive
1228,202300430,2023,9,,False,promoter,
1229,202301426,2023,10,,False,promoter,
1230,202301128,2023,9,"Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1231,202300694,2023,7,Training is available but time to actually use it is limited during peak delivery.,True,passive,negative
1232,202301580,2023,8,Work conditions are good overall and hybrid work is handled pragmatically.,True,passive,positive
1233,202300105,2023,8,There is a genuine commitment to responsible consulting and a respectful culture.,True,passive,positive
1234,202301078,2023,9,"Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1235,202301401,2023,10,"Recognition and coaching are consistent, which helps me grow and perform. Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.",True,promoter,positive
1236,202300671,2023,8,Learning opportunities and projects help me build strong consulting skills.,True,passive,positive
1237,202300856,2023,8,,False,passive,
1238,202301041,2023,10,I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.,True,promoter,positive
1239,202301437,2023,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Team spirit is strong and the atmosphere is friendly and supportive. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1240,202300352,2023,7,Pay progression feels slow compared with responsibilities and performance expectations.,True,passive,negative
1241,202301652,2023,8,"The company feels stable and well-positioned in the market, with strong client demand.",True,passive,positive
1242,202301707,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True,passive,negative
1243,202300028,2023,7,Internal collaboration can feel siloed and handoffs between teams are not always smooth. Pay progression feels slow compared with responsibilities and performance expectations.,True,passive,negative
1244,202300835,2023,7,I would like more regular coaching and clearer expectations from leadership. Pay progression feels slow compared with responsibilities and performance expectations.,True,passive,negative
1245,202300480,2023,6,Compensation has not kept pace with inflation and market benchmarks. Work-life balance could improve; overtime can become the default during delivery.,True,detractor,negative
1246,202300702,2023,7,Compensation has not kept pace with inflation and market benchmarks. I would like more regular coaching and clearer expectations from leadership.,True,passive,negative
1247,202300789,2023,4,The employer brand could be stronger to attract and retain top talent. It would help to see concrete actions and follow-up.,True,detractor,negative
1248,202300912,2023,7,,False,passive,
1249,202301752,2023,9,"Skapa remains attractive with interesting missions and a solid reputation. I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1250,202300161,2023,8,,False,passive,
1251,202300935,2023,6,Compensation has not kept pace with inflation and market benchmarks. Work-life balance could improve; overtime can become the default during delivery.,True,detractor,negative
1252,202301780,2023,10,"I see real chances to progress based on merit and impact. I feel aligned with the values, especially inclusion, sustainability and fairness. I feel proud to be part of the company.",True,promoter,positive
1253,202300852,2023,8,Skapa remains attractive with interesting missions and a solid reputation.,True,passive,positive
1254,202300325,2023,9,,False,promoter,
1255,202300223,2023,7,Bench periods and project allocation could be handled more consistently. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,passive,negative
1256,202301799,2023,7,,False,passive,
